"sex","age","region","placesize","depress","income","ls","marital","workab"
"FEMALE",47,"Warminsko-mazurskie","URBAN 200,000-500,000",2,2400,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",57,"Wielkopolskie","RURAL AREAS",4,850,"PLEASED","MARRIED","NO"
"MALE",59,"Opolskie","RURAL AREAS",8,1000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",16,"Lubelskie","RURAL AREAS",8,-8,"DELIGHTED","SINGLE","NO"
"FEMALE",69,"Lubelskie","RURAL AREAS",17,708,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",24,"Kujawsko-pomorskie","RURAL AREAS",1,600,"PLEASED","SINGLE","NO"
"MALE",44,"Warminsko-mazurskie","URBAN 200,000-500,000",9,2000,"MIXED","MARRIED","NO"
"FEMALE",66,"Zachodnio-pomorskie","RURAL AREAS",10,1400,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",59,"Lodzkie","URBAN 100,000-200,000",2,1300,"PLEASED","MARRIED","NO"
"MALE",23,"Mazowieckie","RURAL AREAS",1,1500,"PLEASED","SINGLE","NO"
"MALE",22,"Podkarpackie","RURAL AREAS",0,NA,"MIXED","SINGLE","NO"
"MALE",43,"Podlaskie","RURAL AREAS",5,NA,"MIXED","SINGLE","NO"
"FEMALE",51,"Lubelskie","RURAL AREAS",13,600,"MIXED","WIDOWED","NO"
"FEMALE",16,"Lodzkie","URBAN 500,000 AND OVER",0,NA,"PLEASED","SINGLE",NA
"FEMALE",38,"Podkarpackie","RURAL AREAS",5,1000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",44,"Zachodnio-pomorskie","RURAL AREAS",1,2500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",35,"Mazowieckie","URBAN 100,000-200,000",1,2000,"PLEASED","MARRIED","NO"
"FEMALE",51,"Slaskie","URBAN 100,000-200,000",5,700,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",61,"Slaskie","URBAN 20,000-100,000",3,2100,"PLEASED","MARRIED","NO"
"FEMALE",31,"Swietokrzyskie","RURAL AREAS",6,353,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",59,"Warminsko-mazurskie","RURAL AREAS",7,NA,"PLEASED","MARRIED","NO"
"FEMALE",70,"Pomorskie","URBAN 100,000-200,000",5,890,"PLEASED","MARRIED","NO"
"FEMALE",34,"Zachodnio-pomorskie","URBAN BELOW 20,000",0,2100,"MOSTLY SATISFIED","DIVORCED","NO"
"FEMALE",65,"Zachodnio-pomorskie","URBAN BELOW 20,000",2,1700,"PLEASED","MARRIED","NO"
"MALE",46,"Slaskie","URBAN 100,000-200,000",NA,1500,"MIXED","MARRIED","NO"
"MALE",67,"Mazowieckie","RURAL AREAS",7,700,"PLEASED","MARRIED","NO"
"FEMALE",58,"Podlaskie","RURAL AREAS",8,900,"MIXED","MARRIED","NO"
"FEMALE",74,"Kujawsko-pomorskie","URBAN 200,000-500,000",10,-8,"MOSTLY DISSATISFIED","DIVORCED","NO"
"MALE",58,"Kujawsko-pomorskie","URBAN 100,000-200,000",3,745,"PLEASED","MARRIED","NO"
"FEMALE",60,"Mazowieckie","RURAL AREAS",0,1100,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",39,"Mazowieckie","URBAN 20,000-100,000",4,1000,"MOSTLY SATISFIED","DIVORCED","NO"
"MALE",54,"Malopolskie","RURAL AREAS",6,5500,"PLEASED","MARRIED","NO"
"MALE",28,"Warminsko-mazurskie","URBAN BELOW 20,000",0,2000,"PLEASED","SINGLE","NO"
"FEMALE",22,"Mazowieckie","URBAN 500,000 AND OVER",3,NA,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",55,"Lubuskie","URBAN 200,000-500,000",4,5000,"PLEASED","MARRIED","NO"
"MALE",38,"Podkarpackie","URBAN 100,000-200,000",4,1400,"PLEASED","MARRIED","NO"
"MALE",39,"Slaskie","URBAN 100,000-200,000",4,3000,"PLEASED","MARRIED","NO"
"FEMALE",50,"Lubelskie","RURAL AREAS",6,2500,"MIXED","MARRIED","NO"
"MALE",62,"Mazowieckie","URBAN 20,000-100,000",3,863,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",34,"Wielkopolskie","URBAN 500,000 AND OVER",1,-8,"PLEASED","MARRIED","NO"
"MALE",47,"Zachodnio-pomorskie","URBAN 100,000-200,000",0,2000,"PLEASED","MARRIED","NO"
"FEMALE",65,"Slaskie","URBAN 100,000-200,000",13,1500,"PLEASED","WIDOWED","NO"
"MALE",19,"Kujawsko-pomorskie","RURAL AREAS",0,NA,"MIXED","SINGLE",NA
"FEMALE",53,"Podkarpackie","URBAN 100,000-200,000",3,1860,"PLEASED","MARRIED","NO"
"MALE",18,"Opolskie","RURAL AREAS",0,NA,"PLEASED","SINGLE","NO"
"FEMALE",71,"Lodzkie","URBAN 500,000 AND OVER",10,820,"MIXED","DIVORCED","NO"
"FEMALE",44,"Kujawsko-pomorskie","URBAN 20,000-100,000",4,1200,"MIXED","WIDOWED","NO"
"MALE",56,"Malopolskie","URBAN 100,000-200,000",1,2300,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",30,"Wielkopolskie","URBAN 100,000-200,000",0,3000,"PLEASED","MARRIED","NO"
"FEMALE",65,"Lubuskie","RURAL AREAS",1,900,"PLEASED","MARRIED","NO"
"MALE",31,"Pomorskie","RURAL AREAS",3,1500,"MIXED","SINGLE","NO"
"FEMALE",40,"Podkarpackie","RURAL AREAS",3,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",62,"Zachodnio-pomorskie","URBAN BELOW 20,000",2,2500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",29,"Pomorskie","RURAL AREAS",1,2000,"PLEASED","MARRIED","NO"
"FEMALE",39,"Dolnoslaskie","RURAL AREAS",11,600,"MIXED","MARRIED","NO"
"FEMALE",64,"Mazowieckie","URBAN 500,000 AND OVER",4,3500,"MIXED","DIVORCED","NO"
"MALE",33,"Malopolskie","URBAN 500,000 AND OVER",4,1300,"MIXED","MARRIED","NO"
"FEMALE",78,"Pomorskie","URBAN 20,000-100,000",7,1400,"PLEASED","MARRIED","NO"
"MALE",63,"Wielkopolskie","URBAN 100,000-200,000",10,1700,"PLEASED","MARRIED","NO"
"FEMALE",22,"Malopolskie","URBAN 500,000 AND OVER",0,NA,"DELIGHTED","SINGLE",NA
"FEMALE",41,"Wielkopolskie","RURAL AREAS",0,2000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",40,"Podlaskie","RURAL AREAS",5,-8,"PLEASED","MARRIED","NO"
"FEMALE",38,"Zachodnio-pomorskie","URBAN BELOW 20,000",4,1400,"PLEASED","MARRIED","NO"
"FEMALE",75,"Dolnoslaskie","URBAN BELOW 20,000",16,1140,"MOSTLY DISSATISFIED","WIDOWED","NO"
"MALE",52,"Lubelskie","RURAL AREAS",9,NA,"MIXED","SINGLE","NO"
"FEMALE",51,"Wielkopolskie","RURAL AREAS",2,NA,"DELIGHTED","MARRIED","NO"
"FEMALE",55,"Malopolskie","RURAL AREAS",6,740,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",61,"Dolnoslaskie","URBAN BELOW 20,000",1,NA,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",61,"Zachodnio-pomorskie","URBAN 20,000-100,000",4,1750,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",63,"Slaskie","URBAN 20,000-100,000",6,1500,"PLEASED","WIDOWED","NO"
"FEMALE",58,"Warminsko-mazurskie","URBAN 100,000-200,000",6,1400,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",24,"Dolnoslaskie","URBAN 500,000 AND OVER",3,-8,"PLEASED","SINGLE","NO"
"MALE",60,"Swietokrzyskie","URBAN 100,000-200,000",7,1160,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",80,"Mazowieckie","URBAN 100,000-200,000",14,600,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",68,"Lodzkie","URBAN 100,000-200,000",12,1400,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",53,"Lodzkie","URBAN 100,000-200,000",9,2000,"MIXED","MARRIED","NO"
"FEMALE",47,"Kujawsko-pomorskie","RURAL AREAS",2,1500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",90,"Warminsko-mazurskie","RURAL AREAS",21,1200,"MOSTLY DISSATISFIED","WIDOWED","NO"
"FEMALE",38,"Lubuskie","URBAN 100,000-200,000",9,960,"MIXED","MARRIED","NO"
"FEMALE",44,"Kujawsko-pomorskie","RURAL AREAS",9,-8,"MOSTLY SATISFIED","MARRIED",NA
"FEMALE",89,"Malopolskie","RURAL AREAS",20,750,"MIXED","WIDOWED","NO"
"FEMALE",69,"Lubuskie","URBAN BELOW 20,000",NA,1600,"PLEASED","WIDOWED","NO"
"FEMALE",36,"Kujawsko-pomorskie","URBAN 20,000-100,000",0,500,"PLEASED","MARRIED","NO"
"FEMALE",36,"Kujawsko-pomorskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",61,"Kujawsko-pomorskie","URBAN 100,000-200,000",9,1000,"MIXED","SINGLE","NO"
"FEMALE",28,"Wielkopolskie","URBAN BELOW 20,000",6,600,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",33,"Dolnoslaskie","RURAL AREAS",0,6000,"DELIGHTED","MARRIED","NO"
"MALE",20,"Pomorskie","URBAN BELOW 20,000",0,1380,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",25,"Zachodnio-pomorskie","RURAL AREAS",1,NA,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",20,"Podkarpackie","RURAL AREAS",0,NA,"PLEASED","SINGLE","NO"
"FEMALE",51,"Lodzkie","URBAN BELOW 20,000",6,600,"PLEASED","MARRIED","NO"
"MALE",21,"Dolnoslaskie","RURAL AREAS",1,2400,"PLEASED","SINGLE","NO"
"MALE",41,"Swietokrzyskie","RURAL AREAS",10,-8,"PLEASED","MARRIED","NO"
"FEMALE",65,"Podlaskie","RURAL AREAS",14,-8,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",26,"Zachodnio-pomorskie","RURAL AREAS",0,1300,"PLEASED","SINGLE","NO"
"FEMALE",32,"Slaskie","URBAN 100,000-200,000",6,2000,"MIXED","MARRIED","NO"
"FEMALE",76,"Wielkopolskie","URBAN 500,000 AND OVER",6,1600,"PLEASED","WIDOWED","NO"
"FEMALE",57,"Wielkopolskie","RURAL AREAS",5,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",86,"Podkarpackie","RURAL AREAS",11,870,"PLEASED","MARRIED","NO"
"FEMALE",88,"Lubelskie","URBAN 100,000-200,000",14,1200,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",17,"Kujawsko-pomorskie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","SINGLE",NA
"MALE",25,"Swietokrzyskie","RURAL AREAS",0,NA,"PLEASED","SINGLE","NO"
"MALE",63,"Swietokrzyskie","RURAL AREAS",7,1700,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",27,"Swietokrzyskie","RURAL AREAS",0,1000,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",23,"Lubuskie","URBAN 100,000-200,000",0,1550,"PLEASED","SINGLE","NO"
"FEMALE",47,"Lodzkie","RURAL AREAS",2,1000,"PLEASED","MARRIED","NO"
"MALE",31,"Lodzkie","URBAN 100,000-200,000",0,1500,"PLEASED","MARRIED","NO"
"FEMALE",32,"Opolskie","RURAL AREAS",1,NA,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",51,"Lubuskie","RURAL AREAS",5,620,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",53,"Wielkopolskie","URBAN 100,000-200,000",1,700,"MIXED","MARRIED","NO"
"MALE",55,"Mazowieckie","URBAN 500,000 AND OVER",11,-8,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",58,"Pomorskie","RURAL AREAS",0,7500,"PLEASED","MARRIED","NO"
"MALE",32,"Kujawsko-pomorskie","RURAL AREAS",0,-8,"PLEASED","MARRIED","NO"
"FEMALE",45,"Slaskie","RURAL AREAS",1,1500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",19,"Malopolskie","URBAN BELOW 20,000",1,-8,"PLEASED","SINGLE",NA
"FEMALE",73,"Lodzkie","RURAL AREAS",9,700,"MIXED","WIDOWED","NO"
"FEMALE",63,"Lodzkie","RURAL AREAS",7,700,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",40,"Lodzkie","URBAN 100,000-200,000",4,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",51,"Wielkopolskie","URBAN 500,000 AND OVER",6,1950,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",46,"Kujawsko-pomorskie","RURAL AREAS",5,2500,"PLEASED","MARRIED","NO"
"MALE",60,"Kujawsko-pomorskie","URBAN 20,000-100,000",NA,2572,"PLEASED","MARRIED","NO"
"FEMALE",58,"Lubelskie","URBAN 20,000-100,000",8,1200,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",66,"Zachodnio-pomorskie","RURAL AREAS",6,1800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",78,"Lodzkie","URBAN 500,000 AND OVER",8,1600,"PLEASED","MARRIED","NO"
"MALE",17,"Lubelskie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",68,"Malopolskie","URBAN BELOW 20,000",3,1800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",28,"Lubelskie","RURAL AREAS",1,NA,"PLEASED","SINGLE","NO"
"FEMALE",58,"Swietokrzyskie","RURAL AREAS",5,1600,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",75,"Swietokrzyskie","RURAL AREAS",10,1028,"MOSTLY DISSATISFIED","WIDOWED","NO"
"FEMALE",19,"Malopolskie","RURAL AREAS",6,-8,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",27,"Wielkopolskie","RURAL AREAS",1,1000,"PLEASED","MARRIED","NO"
"FEMALE",42,"Warminsko-mazurskie","RURAL AREAS",0,1000,"MIXED","MARRIED","NO"
"FEMALE",81,"Lodzkie","URBAN BELOW 20,000",9,1200,"MIXED","MARRIED","NO"
"FEMALE",68,"Dolnoslaskie","URBAN 500,000 AND OVER",8,1200,"MIXED","WIDOWED","NO"
"MALE",44,"Mazowieckie","RURAL AREAS",1,500,"DELIGHTED","MARRIED","NO"
"MALE",33,"Swietokrzyskie","URBAN 100,000-200,000",0,2500,"DELIGHTED","MARRIED","NO"
"FEMALE",36,"Podlaskie","URBAN BELOW 20,000",0,NA,"MIXED","SINGLE","NO"
"FEMALE",37,"Lodzkie","URBAN 500,000 AND OVER",2,1900,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",37,"Opolskie","URBAN 100,000-200,000",4,950,"MIXED","SINGLE","YES"
"FEMALE",20,"Slaskie","URBAN 100,000-200,000",3,-8,"MOSTLY SATISFIED","SINGLE",NA
"MALE",32,"Pomorskie","RURAL AREAS",2,3000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",40,"Slaskie","URBAN 100,000-200,000",3,-8,"MOSTLY SATISFIED","MARRIED","YES"
"MALE",51,"Podkarpackie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",53,"Podkarpackie","URBAN BELOW 20,000",1,1000,"PLEASED","MARRIED","NO"
"MALE",51,"Warminsko-mazurskie","URBAN 100,000-200,000",0,4500,"PLEASED","MARRIED","YES"
"FEMALE",60,"Mazowieckie","RURAL AREAS",6,720,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",76,"Slaskie","URBAN 20,000-100,000",13,1700,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",76,"Mazowieckie","RURAL AREAS",16,1500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",49,"Dolnoslaskie","RURAL AREAS",4,1000,"PLEASED","MARRIED","NO"
"MALE",23,"Wielkopolskie","RURAL AREAS",0,-8,"PLEASED","SINGLE","NO"
"MALE",19,"Malopolskie","RURAL AREAS",0,NA,"PLEASED","SINGLE",NA
"FEMALE",75,"Slaskie","URBAN 200,000-500,000",6,1300,"PLEASED","MARRIED","NO"
"MALE",24,"Pomorskie","URBAN BELOW 20,000",0,1500,"DELIGHTED","SINGLE","NO"
"FEMALE",71,"Pomorskie","URBAN 20,000-100,000",8,1000,"PLEASED","MARRIED","NO"
"FEMALE",68,"Pomorskie","URBAN 100,000-200,000",14,3600,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",83,"Slaskie","URBAN 200,000-500,000",10,1500,"MIXED","SINGLE","NO"
"MALE",30,"Lodzkie","URBAN BELOW 20,000",0,2000,"PLEASED","SINGLE","NO"
"FEMALE",46,"Wielkopolskie","URBAN 500,000 AND OVER",0,-8,"PLEASED","MARRIED","NO"
"FEMALE",40,"Pomorskie","RURAL AREAS",NA,5000,"MOSTLY SATISFIED","MARRIED",NA
"MALE",80,"Pomorskie","RURAL AREAS",7,1500,"MIXED","WIDOWED","NO"
"FEMALE",37,"Podlaskie","RURAL AREAS",7,900,"MIXED","SINGLE","NO"
"MALE",20,"Wielkopolskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",43,"Mazowieckie","URBAN 20,000-100,000",NA,1500,"PLEASED","MARRIED","NO"
"FEMALE",17,"Warminsko-mazurskie","URBAN 200,000-500,000",1,NA,"PLEASED","SINGLE",NA
"MALE",36,"Pomorskie","URBAN 20,000-100,000",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",44,"Opolskie","RURAL AREAS",9,170,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",52,"Zachodnio-pomorskie","RURAL AREAS",9,2000,"DELIGHTED","MARRIED","NO"
"FEMALE",63,"Dolnoslaskie","RURAL AREAS",3,1000,"MIXED","SINGLE","NO"
"FEMALE",22,"Warminsko-mazurskie","URBAN BELOW 20,000",1,NA,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",44,"Podlaskie","RURAL AREAS",6,1500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",48,"Lubelskie","RURAL AREAS",0,2000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",74,"Malopolskie","RURAL AREAS",8,830,"PLEASED","MARRIED","NO"
"FEMALE",19,"Mazowieckie","RURAL AREAS",0,NA,"PLEASED","SINGLE",NA
"FEMALE",64,"Slaskie","URBAN 100,000-200,000",7,1100,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",58,"Dolnoslaskie","RURAL AREAS",4,750,"DELIGHTED","MARRIED","NO"
"MALE",32,"Podlaskie","RURAL AREAS",4,1650,"PLEASED","SINGLE","NO"
"FEMALE",83,"Lubelskie","RURAL AREAS",9,1050,"MIXED","WIDOWED","NO"
"FEMALE",70,"Kujawsko-pomorskie","URBAN 20,000-100,000",6,1300,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",64,"Opolskie","RURAL AREAS",5,1000,"PLEASED","MARRIED","NO"
"FEMALE",84,"Podkarpackie","RURAL AREAS",12,980,"MOSTLY DISSATISFIED","WIDOWED","NO"
"FEMALE",32,"Mazowieckie","URBAN 500,000 AND OVER",2,-8,"PLEASED","DIVORCED","NO"
"MALE",75,"Swietokrzyskie","URBAN 100,000-200,000",15,860,"MIXED","MARRIED","NO"
"MALE",76,"Warminsko-mazurskie","RURAL AREAS",NA,1500,"PLEASED","MARRIED","NO"
"MALE",17,"Dolnoslaskie","URBAN BELOW 20,000",0,NA,"MIXED","SINGLE",NA
"FEMALE",62,"Slaskie","URBAN 200,000-500,000",3,1530,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",64,"Mazowieckie","URBAN 200,000-500,000",12,2100,"PLEASED","MARRIED","NO"
"FEMALE",48,"Wielkopolskie","RURAL AREAS",0,2000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",65,"Wielkopolskie","RURAL AREAS",10,1200,"MIXED","MARRIED","NO"
"MALE",37,"Zachodnio-pomorskie","RURAL AREAS",1,540,"MIXED","SINGLE",NA
"FEMALE",73,"Kujawsko-pomorskie","URBAN BELOW 20,000",14,1400,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",53,"Lodzkie","URBAN 500,000 AND OVER",NA,640,"MIXED","MARRIED","NO"
"FEMALE",62,"Slaskie","URBAN 200,000-500,000",2,3000,"PLEASED","MARRIED","NO"
"FEMALE",18,"Zachodnio-pomorskie","URBAN 20,000-100,000",2,-8,"MIXED","SINGLE",NA
"FEMALE",56,"Zachodnio-pomorskie","URBAN 200,000-500,000",5,3300,"MOSTLY SATISFIED","DIVORCED","NO"
"MALE",27,"Kujawsko-pomorskie","URBAN 20,000-100,000",0,380,"DELIGHTED","SINGLE",NA
"MALE",83,"Opolskie","URBAN 200,000-500,000",10,1500,"MIXED","MARRIED","NO"
"MALE",20,"Lubuskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",60,"Dolnoslaskie","URBAN 500,000 AND OVER",1,7000,"DELIGHTED","WIDOWED","NO"
"MALE",27,"Warminsko-mazurskie","RURAL AREAS",4,1000,"TERRIBLE","MARRIED","NO"
"FEMALE",62,"Lodzkie","RURAL AREAS",11,2500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",77,"Malopolskie","URBAN 200,000-500,000",10,900,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",66,"Mazowieckie","URBAN 500,000 AND OVER",3,1200,"MIXED","MARRIED",NA
"FEMALE",33,"Lodzkie","URBAN 500,000 AND OVER",4,4500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",48,"Podkarpackie","RURAL AREAS",0,1000,"PLEASED","MARRIED","NO"
"MALE",55,"Wielkopolskie","URBAN 100,000-200,000",5,1640,"UNHAPPY","MARRIED","NO"
"MALE",30,"Malopolskie","RURAL AREAS",3,525,"MIXED","SINGLE",NA
"FEMALE",46,"Dolnoslaskie","RURAL AREAS",6,1400,"PLEASED","MARRIED","NO"
"MALE",38,"Zachodnio-pomorskie","URBAN BELOW 20,000",0,6500,"PLEASED","MARRIED","NO"
"FEMALE",40,"Slaskie","URBAN 200,000-500,000",8,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",45,"Mazowieckie","RURAL AREAS",8,1000,"MIXED","MARRIED","NO"
"FEMALE",26,"Dolnoslaskie","URBAN 500,000 AND OVER",1,2500,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",27,"Swietokrzyskie","RURAL AREAS",2,600,"MIXED",NA,"NO"
"FEMALE",24,"Malopolskie","URBAN BELOW 20,000",0,1800,"PLEASED","SINGLE","NO"
"FEMALE",57,"Slaskie","URBAN 100,000-200,000",10,1200,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",60,"Wielkopolskie","URBAN 100,000-200,000",8,1500,"PLEASED","MARRIED","NO"
"FEMALE",53,"Swietokrzyskie","URBAN 100,000-200,000",0,1900,"PLEASED","MARRIED","NO"
"FEMALE",51,"Podkarpackie","RURAL AREAS",5,1500,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",61,"Kujawsko-pomorskie","URBAN 20,000-100,000",0,1000,"PLEASED","MARRIED","NO"
"MALE",48,"Warminsko-mazurskie","RURAL AREAS",8,1200,"MOSTLY DISSATISFIED","SINGLE","NO"
"MALE",35,"Mazowieckie","URBAN 200,000-500,000",3,1700,"PLEASED","MARRIED","NO"
"FEMALE",72,"Slaskie","URBAN 200,000-500,000",6,950,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",46,"Wielkopolskie","URBAN 500,000 AND OVER",1,9000,"PLEASED","MARRIED","NO"
"MALE",82,"Lubelskie","RURAL AREAS",8,910,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",72,"Slaskie","URBAN 100,000-200,000",7,820,"PLEASED","DE FACTO SEPARATED","NO"
"FEMALE",54,"Opolskie","URBAN BELOW 20,000",5,3400,"PLEASED","SINGLE","NO"
"MALE",64,"Slaskie","URBAN 100,000-200,000",7,2200,"PLEASED","MARRIED","NO"
"FEMALE",34,"Pomorskie","RURAL AREAS",7,-8,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",26,"Mazowieckie","URBAN 100,000-200,000",1,1700,"PLEASED","MARRIED","NO"
"MALE",45,"Lubelskie","URBAN 20,000-100,000",0,3300,"PLEASED","MARRIED","YES"
"MALE",35,"Zachodnio-pomorskie","URBAN 20,000-100,000",0,2800,"DELIGHTED","MARRIED","NO"
"FEMALE",43,"Kujawsko-pomorskie","URBAN 100,000-200,000",2,1500,"PLEASED","MARRIED","NO"
"FEMALE",64,"Zachodnio-pomorskie","URBAN 100,000-200,000",9,1202,"MIXED","WIDOWED","NO"
"MALE",47,"Lubelskie","URBAN BELOW 20,000",8,NA,"MIXED","MARRIED","NO"
"FEMALE",79,"Lodzkie","URBAN 500,000 AND OVER",11,1050,"PLEASED","MARRIED","NO"
"FEMALE",88,"Podkarpackie","RURAL AREAS",14,1950,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",68,"Kujawsko-pomorskie","RURAL AREAS",10,700,"PLEASED","MARRIED","NO"
"FEMALE",37,"Wielkopolskie","URBAN 200,000-500,000",3,4000,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",20,"Swietokrzyskie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",21,"Kujawsko-pomorskie","URBAN 20,000-100,000",3,NA,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",62,"Dolnoslaskie","URBAN BELOW 20,000",5,600,"PLEASED","MARRIED","NO"
"MALE",22,"Slaskie","RURAL AREAS",1,NA,"MIXED","SINGLE","NO"
"FEMALE",57,"Zachodnio-pomorskie","URBAN 100,000-200,000",6,1547,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",26,"Podkarpackie","RURAL AREAS",1,NA,"MOSTLY SATISFIED","SINGLE","YES"
"MALE",49,"Lubelskie","URBAN 20,000-100,000",3,4400,"MIXED","MARRIED","NO"
"MALE",17,"Swietokrzyskie","RURAL AREAS",0,NA,"DELIGHTED","SINGLE","NO"
"FEMALE",77,"Warminsko-mazurskie","URBAN BELOW 20,000",5,1400,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",44,"Lubuskie","RURAL AREAS",6,2380,"PLEASED","MARRIED","NO"
"MALE",69,"Lubelskie","RURAL AREAS",4,1200,"PLEASED","MARRIED","NO"
"MALE",63,"Pomorskie","URBAN 100,000-200,000",2,2650,"PLEASED","MARRIED","NO"
"MALE",41,"Zachodnio-pomorskie","URBAN BELOW 20,000",0,3300,"PLEASED","MARRIED","NO"
"FEMALE",50,"Dolnoslaskie","URBAN 200,000-500,000",9,650,"MIXED","SINGLE","NO"
"FEMALE",24,"Mazowieckie","RURAL AREAS",3,600,"PLEASED","SINGLE",NA
"MALE",47,"Lubuskie","RURAL AREAS",5,800,"MOSTLY DISSATISFIED","SINGLE","NO"
"FEMALE",27,"Slaskie","URBAN BELOW 20,000",0,-8,"PLEASED","MARRIED","NO"
"FEMALE",42,"Pomorskie","URBAN 100,000-200,000",4,1200,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",39,"Mazowieckie","RURAL AREAS",4,1370,"MIXED","MARRIED","NO"
"MALE",61,"Podkarpackie","RURAL AREAS",6,700,"MIXED","MARRIED","NO"
"FEMALE",32,"Mazowieckie","URBAN BELOW 20,000",6,2200,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",62,"Mazowieckie","RURAL AREAS",8,750,"PLEASED","MARRIED","NO"
