"sex","age","region","placesize","depress","income","ls","marital","workab"
"FEMALE",44,"Wielkopolskie","URBAN 100,000-200,000",4,-8,"PLEASED","MARRIED",NA
"FEMALE",46,"Kujawsko-pomorskie","RURAL AREAS",11,170,"UNHAPPY","SINGLE",NA
"MALE",68,"Kujawsko-pomorskie","RURAL AREAS",14,1200,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",63,"Kujawsko-pomorskie","RURAL AREAS",12,700,"MOSTLY DISSATISFIED","WIDOWED","NO"
"FEMALE",46,"Podlaskie","URBAN 100,000-200,000",10,1000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",58,"Warminsko-mazurskie","URBAN BELOW 20,000",6,1500,"PLEASED","MARRIED","NO"
"FEMALE",64,"Wielkopolskie","URBAN 500,000 AND OVER",11,-8,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",21,"Wielkopolskie","RURAL AREAS",0,NA,"PLEASED","SINGLE",NA
"FEMALE",64,"Wielkopolskie","URBAN 100,000-200,000",1,1300,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",34,"Podlaskie","RURAL AREAS",1,1500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",45,"Wielkopolskie","RURAL AREAS",4,1200,"PLEASED","MARRIED","NO"
"MALE",30,"Wielkopolskie","RURAL AREAS",5,1100,"PLEASED","SINGLE","NO"
"MALE",66,"Lubuskie","URBAN BELOW 20,000",7,2100,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",51,"Malopolskie","URBAN 100,000-200,000",7,2000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",81,"Podlaskie","RURAL AREAS",15,1000,"MIXED","MARRIED","NO"
"FEMALE",37,"Malopolskie","RURAL AREAS",10,1200,"MOSTLY DISSATISFIED","MARRIED","NO"
"FEMALE",31,"Kujawsko-pomorskie","URBAN 20,000-100,000",0,560,"PLEASED","MARRIED","NO"
"FEMALE",63,"Mazowieckie","RURAL AREAS",7,736,"PLEASED","MARRIED","NO"
"FEMALE",42,"Malopolskie","RURAL AREAS",0,1016,"PLEASED","MARRIED","NO"
"FEMALE",48,"Opolskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",30,"Opolskie","RURAL AREAS",1,510,"PLEASED","SINGLE",NA
"FEMALE",53,"Opolskie","RURAL AREAS",8,1700,"MIXED","MARRIED","NO"
"MALE",27,"Lubelskie","RURAL AREAS",7,-8,"MOSTLY DISSATISFIED","SINGLE","NO"
"FEMALE",27,"Malopolskie","RURAL AREAS",3,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",23,"Wielkopolskie","URBAN BELOW 20,000",6,568,"MOSTLY DISSATISFIED","SINGLE",NA
"MALE",27,"Pomorskie","RURAL AREAS",3,3000,"MOSTLY SATISFIED","SINGLE","YES"
"FEMALE",90,"Warminsko-mazurskie","RURAL AREAS",17,950,"MIXED","WIDOWED",NA
"FEMALE",69,"Wielkopolskie","URBAN 100,000-200,000",7,1000,"PLEASED","MARRIED","NO"
"FEMALE",31,"Swietokrzyskie","RURAL AREAS",2,-8,"MIXED","MARRIED","NO"
"MALE",57,"Lubelskie","RURAL AREAS",9,890,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",43,"Kujawsko-pomorskie","URBAN 20,000-100,000",7,2200,"PLEASED","MARRIED","NO"
"FEMALE",60,"Wielkopolskie","URBAN 100,000-200,000",5,-8,"PLEASED","WIDOWED","NO"
"MALE",22,"Dolnoslaskie","URBAN BELOW 20,000",1,1500,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",30,"Dolnoslaskie","URBAN 100,000-200,000",2,2000,"PLEASED","SINGLE","NO"
"MALE",21,"Mazowieckie","RURAL AREAS",3,700,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",68,"Lodzkie","URBAN BELOW 20,000",5,1300,"PLEASED","WIDOWED","NO"
"FEMALE",71,"Mazowieckie","RURAL AREAS",11,790,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",24,"Lodzkie","RURAL AREAS",2,1100,"PLEASED","SINGLE","NO"
"FEMALE",43,"Mazowieckie","RURAL AREAS",3,1000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",64,"Warminsko-mazurskie","RURAL AREAS",14,1300,"MIXED","WIDOWED","NO"
"MALE",54,"Lubelskie","URBAN 20,000-100,000",0,1500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",61,"Podkarpackie","RURAL AREAS",5,714,"MIXED","MARRIED","NO"
"MALE",40,"Lodzkie","RURAL AREAS",4,NA,"PLEASED","MARRIED","NO"
"MALE",43,"Kujawsko-pomorskie","URBAN 20,000-100,000",1,-8,"PLEASED","MARRIED","NO"
"FEMALE",32,"Podlaskie","URBAN 100,000-200,000",0,1200,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",29,"Wielkopolskie","RURAL AREAS",8,NA,"PLEASED","MARRIED",NA
"FEMALE",20,"Swietokrzyskie","RURAL AREAS",NA,NA,"MIXED","SINGLE","NO"
"MALE",54,"Mazowieckie","URBAN 500,000 AND OVER",2,400,"DELIGHTED","MARRIED","NO"
"FEMALE",31,"Podlaskie","URBAN 100,000-200,000",3,2000,"PLEASED","MARRIED","NO"
"MALE",66,"Slaskie","URBAN 100,000-200,000",3,1800,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",63,"Lodzkie","URBAN 500,000 AND OVER",9,1300,"DELIGHTED","WIDOWED","NO"
"MALE",37,"Wielkopolskie","RURAL AREAS",6,2700,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",23,"Kujawsko-pomorskie","RURAL AREAS",0,NA,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",71,"Wielkopolskie","RURAL AREAS",8,901,"PLEASED",NA,"NO"
"FEMALE",20,"Kujawsko-pomorskie","RURAL AREAS",5,NA,"DELIGHTED","SINGLE",NA
"MALE",73,"Mazowieckie","URBAN 100,000-200,000",8,720,"PLEASED","WIDOWED","NO"
"FEMALE",59,"Warminsko-mazurskie","RURAL AREAS",8,NA,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",67,"Dolnoslaskie","RURAL AREAS",12,1200,"MIXED",NA,"NO"
"FEMALE",30,"Malopolskie","URBAN 500,000 AND OVER",0,1500,"PLEASED","SINGLE","NO"
"FEMALE",60,"Mazowieckie","URBAN 500,000 AND OVER",5,2500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",19,"Kujawsko-pomorskie","RURAL AREAS",1,-8,"MIXED","SINGLE",NA
"MALE",38,"Warminsko-mazurskie","RURAL AREAS",0,-8,"PLEASED","MARRIED","NO"
"FEMALE",23,"Wielkopolskie","RURAL AREAS",0,1800,"DELIGHTED","SINGLE","NO"
"FEMALE",24,"Kujawsko-pomorskie","URBAN 20,000-100,000",15,NA,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",69,"Mazowieckie","URBAN 500,000 AND OVER",4,1600,"DELIGHTED","WIDOWED","NO"
"MALE",66,"Kujawsko-pomorskie","RURAL AREAS",11,700,"PLEASED","MARRIED","NO"
"FEMALE",22,"Wielkopolskie","URBAN 500,000 AND OVER",4,-8,"PLEASED","SINGLE",NA
"MALE",35,"Pomorskie","URBAN 20,000-100,000",1,2500,"PLEASED","MARRIED","NO"
"MALE",60,"Kujawsko-pomorskie","RURAL AREAS",2,1250,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",33,"Malopolskie","RURAL AREAS",0,2500,"PLEASED","SINGLE","NO"
"MALE",35,"Slaskie","RURAL AREAS",8,2000,"MOSTLY DISSATISFIED","DIVORCED","NO"
"FEMALE",51,"Lodzkie","URBAN 500,000 AND OVER",2,3000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",61,"Pomorskie","RURAL AREAS",4,1500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",64,"Mazowieckie","RURAL AREAS",14,740,"PLEASED","WIDOWED","NO"
"FEMALE",80,"Pomorskie","RURAL AREAS",9,2000,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",79,"Warminsko-mazurskie","RURAL AREAS",14,1000,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",26,"Kujawsko-pomorskie","RURAL AREAS",0,NA,"MIXED","SINGLE","NO"
"FEMALE",67,"Warminsko-mazurskie","RURAL AREAS",11,978,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",35,"Wielkopolskie","URBAN 500,000 AND OVER",2,1400,"TERRIBLE","DIVORCED","NO"
"FEMALE",65,"Podlaskie","URBAN 20,000-100,000",6,1500,"MIXED","MARRIED","NO"
"MALE",64,"Podkarpackie","URBAN 200,000-500,000",7,1600,"MIXED","MARRIED","NO"
"MALE",45,"Malopolskie","URBAN 500,000 AND OVER",2,15000,"PLEASED","WIDOWED","YES"
"FEMALE",34,"Slaskie","URBAN 100,000-200,000",2,-8,"PLEASED","SINGLE","NO"
"MALE",23,"Lodzkie","RURAL AREAS",0,500,"PLEASED","SINGLE","NO"
"MALE",23,"Mazowieckie","URBAN 500,000 AND OVER",1,400,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",63,"Wielkopolskie","RURAL AREAS",7,400,"PLEASED","WIDOWED","NO"
"MALE",49,"Slaskie","URBAN 20,000-100,000",7,2000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",62,"Kujawsko-pomorskie","URBAN 100,000-200,000",2,1700,"PLEASED","MARRIED","NO"
"MALE",40,"Kujawsko-pomorskie","RURAL AREAS",0,1000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",58,"Malopolskie","RURAL AREAS",8,1100,"MIXED","MARRIED","NO"
"MALE",40,"Dolnoslaskie","RURAL AREAS",1,5000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",34,"Swietokrzyskie","RURAL AREAS",2,-8,"MIXED","MARRIED","NO"
"FEMALE",70,"Lodzkie","RURAL AREAS",7,700,"MIXED","MARRIED","NO"
"FEMALE",81,"Warminsko-mazurskie","URBAN 100,000-200,000",6,2700,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",57,"Zachodnio-pomorskie","URBAN 100,000-200,000",3,550,"PLEASED","MARRIED","NO"
"MALE",56,"Malopolskie","URBAN 100,000-200,000",1,3000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",30,"Warminsko-mazurskie","RURAL AREAS",1,3500,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",32,"Pomorskie","RURAL AREAS",10,511,"MOSTLY SATISFIED",NA,"NO"
"FEMALE",56,"Podkarpackie","RURAL AREAS",5,1370,"PLEASED","MARRIED","NO"
"MALE",58,"Kujawsko-pomorskie","RURAL AREAS",10,900,"MIXED","MARRIED","NO"
"FEMALE",35,"Mazowieckie","URBAN 20,000-100,000",6,1000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",17,"Swietokrzyskie","RURAL AREAS",1,-8,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",55,"Slaskie","RURAL AREAS",0,-8,"PLEASED","MARRIED","NO"
"FEMALE",52,"Kujawsko-pomorskie","RURAL AREAS",8,NA,"PLEASED","MARRIED","NO"
"MALE",31,"Podlaskie","URBAN 20,000-100,000",2,1500,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",58,"Opolskie","URBAN 100,000-200,000",7,1300,"PLEASED","MARRIED","NO"
"FEMALE",25,"Pomorskie","URBAN 20,000-100,000",8,420,"PLEASED","SINGLE",NA
"MALE",40,"Slaskie","URBAN 200,000-500,000",7,8000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",25,"Lodzkie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","SINGLE","YES"
"MALE",64,"Slaskie","URBAN 200,000-500,000",1,900,"MOSTLY DISSATISFIED","MARRIED","NO"
"MALE",48,"Mazowieckie","RURAL AREAS",0,NA,"MOSTLY DISSATISFIED","DIVORCED","NO"
"FEMALE",16,"Malopolskie","URBAN 500,000 AND OVER",1,NA,"PLEASED","SINGLE",NA
"FEMALE",64,"Dolnoslaskie","URBAN 100,000-200,000",9,960,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",53,"Dolnoslaskie","RURAL AREAS",8,-8,"MIXED","MARRIED","NO"
"FEMALE",35,"Pomorskie","RURAL AREAS",9,1000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",32,"Kujawsko-pomorskie","RURAL AREAS",11,NA,"PLEASED","MARRIED",NA
"MALE",64,"Slaskie","URBAN 100,000-200,000",7,3200,"PLEASED","MARRIED","NO"
"FEMALE",57,"Kujawsko-pomorskie","URBAN BELOW 20,000",5,800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",49,"Malopolskie","URBAN 500,000 AND OVER",1,1500,"MIXED","DIVORCED","NO"
"FEMALE",59,"Lubelskie","RURAL AREAS",14,1300,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",70,"Zachodnio-pomorskie","URBAN BELOW 20,000",5,700,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",18,"Malopolskie","RURAL AREAS",0,NA,"PLEASED","SINGLE",NA
"FEMALE",78,"Slaskie","URBAN 100,000-200,000",13,1200,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",83,"Malopolskie","RURAL AREAS",14,825,"DELIGHTED","WIDOWED","NO"
"FEMALE",59,"Slaskie","RURAL AREAS",0,-8,"PLEASED","MARRIED","NO"
"MALE",23,"Mazowieckie","URBAN 500,000 AND OVER",2,400,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",58,"Slaskie","URBAN 100,000-200,000",8,1600,"PLEASED","MARRIED","NO"
"MALE",41,"Pomorskie","RURAL AREAS",6,-8,"MIXED","MARRIED","NO"
"MALE",76,"Slaskie","URBAN 100,000-200,000",11,1000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",89,"Pomorskie","URBAN BELOW 20,000",10,3450,"MIXED","MARRIED","NO"
"FEMALE",21,"Wielkopolskie","URBAN 100,000-200,000",0,1100,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",58,"Pomorskie","RURAL AREAS",10,580,"TERRIBLE","MARRIED","NO"
"MALE",58,"Mazowieckie","URBAN 500,000 AND OVER",6,2300,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",42,"Mazowieckie","RURAL AREAS",1,1500,"PLEASED","MARRIED","NO"
"FEMALE",62,"Zachodnio-pomorskie","RURAL AREAS",3,1200,"PLEASED","MARRIED","NO"
"FEMALE",50,"Malopolskie","RURAL AREAS",5,630,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",58,"Malopolskie","URBAN 500,000 AND OVER",8,1769,"PLEASED","MARRIED","NO"
"FEMALE",41,"Slaskie","URBAN 200,000-500,000",13,-8,"MOSTLY SATISFIED","MARRIED","YES"
"FEMALE",51,"Malopolskie","URBAN 500,000 AND OVER",0,640,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",35,"Slaskie","URBAN 100,000-200,000",1,NA,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",63,"Mazowieckie","RURAL AREAS",12,500,"MIXED","MARRIED","NO"
"MALE",22,"Podkarpackie","RURAL AREAS",2,1050,"MIXED","SINGLE","NO"
"MALE",59,"Wielkopolskie","URBAN 100,000-200,000",5,1500,"PLEASED","MARRIED","NO"
"FEMALE",27,"Zachodnio-pomorskie","URBAN 100,000-200,000",3,2000,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",49,"Wielkopolskie","RURAL AREAS",4,1100,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",25,"Malopolskie","RURAL AREAS",0,803,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",58,"Opolskie","RURAL AREAS",4,1300,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",18,"Wielkopolskie","RURAL AREAS",0,700,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",28,"Lubuskie","RURAL AREAS",1,NA,"PLEASED","SINGLE","NO"
"MALE",38,"Mazowieckie","URBAN 100,000-200,000",12,-8,"MIXED","MARRIED","NO"
"FEMALE",43,"Kujawsko-pomorskie","RURAL AREAS",9,900,"PLEASED","MARRIED","NO"
"FEMALE",34,"Podlaskie","URBAN 100,000-200,000",0,1500,"PLEASED","MARRIED","NO"
"FEMALE",66,"Podlaskie","URBAN 20,000-100,000",3,900,"PLEASED","WIDOWED","NO"
"FEMALE",72,"Podlaskie","RURAL AREAS",11,700,"MIXED","WIDOWED","NO"
"FEMALE",63,"Lubelskie","RURAL AREAS",12,1700,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",77,"Dolnoslaskie","RURAL AREAS",9,1700,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",52,"Opolskie","URBAN BELOW 20,000",1,-8,"PLEASED","MARRIED","NO"
"MALE",67,"Kujawsko-pomorskie","URBAN 200,000-500,000",10,1700,"PLEASED","MARRIED","YES"
"MALE",17,"Pomorskie","RURAL AREAS",1,NA,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",52,"Lubelskie","RURAL AREAS",4,-8,"MIXED","MARRIED","NO"
"MALE",32,"Wielkopolskie","URBAN 100,000-200,000",0,2000,"PLEASED","MARRIED","NO"
"FEMALE",36,"Wielkopolskie","URBAN 200,000-500,000",6,4000,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",51,"Wielkopolskie","URBAN 100,000-200,000",2,-8,"MOSTLY DISSATISFIED","DIVORCED","NO"
"FEMALE",41,"Kujawsko-pomorskie","RURAL AREAS",3,4500,"TERRIBLE","MARRIED","NO"
"FEMALE",17,"Warminsko-mazurskie","RURAL AREAS",4,NA,"MOSTLY SATISFIED","SINGLE",NA
"FEMALE",62,"Zachodnio-pomorskie","URBAN 100,000-200,000",9,800,"MIXED","WIDOWED","NO"
"FEMALE",78,"Slaskie","RURAL AREAS",2,720,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",51,"Podlaskie","URBAN 100,000-200,000",0,NA,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",76,"Opolskie","RURAL AREAS",0,1200,"PLEASED","MARRIED","NO"
"FEMALE",27,"Pomorskie","URBAN 100,000-200,000",0,1800,"MOSTLY SATISFIED","DE FACTO SEPARATED","NO"
"FEMALE",34,"Malopolskie","URBAN 500,000 AND OVER",3,NA,"DELIGHTED","MARRIED","NO"
"MALE",42,"Dolnoslaskie","URBAN 200,000-500,000",7,2500,"PLEASED","MARRIED","NO"
"MALE",25,"Pomorskie","RURAL AREAS",2,-8,"MOSTLY DISSATISFIED","SINGLE","NO"
"FEMALE",52,"Lubelskie","RURAL AREAS",10,820,"MIXED","MARRIED","NO"
"MALE",57,"Lodzkie","RURAL AREAS",0,800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",89,"Opolskie","RURAL AREAS",14,800,"MIXED","WIDOWED","NO"
"FEMALE",51,"Zachodnio-pomorskie","RURAL AREAS",NA,1600,"PLEASED","MARRIED","NO"
"MALE",47,"Swietokrzyskie","URBAN 100,000-200,000",5,3000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",30,"Lodzkie","URBAN 100,000-200,000",0,3000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",77,"Lubelskie","RURAL AREAS",12,990,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",28,"Mazowieckie","URBAN 100,000-200,000",1,1000,"PLEASED","MARRIED","NO"
"MALE",22,"Dolnoslaskie","URBAN BELOW 20,000",0,4200,"PLEASED","SINGLE","NO"
"MALE",40,"Mazowieckie","RURAL AREAS",0,1680,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",73,"Wielkopolskie","URBAN 500,000 AND OVER",13,-8,"PLEASED","MARRIED","NO"
"FEMALE",32,"Wielkopolskie","URBAN BELOW 20,000",8,1500,"PLEASED","MARRIED","NO"
"FEMALE",28,"Lodzkie","RURAL AREAS",2,NA,"PLEASED","MARRIED","NO"
"FEMALE",61,"Slaskie","URBAN 100,000-200,000",11,1500,"PLEASED","WIDOWED","NO"
"FEMALE",65,"Warminsko-mazurskie","RURAL AREAS",14,1800,"PLEASED","MARRIED","NO"
"MALE",56,"Swietokrzyskie","URBAN 20,000-100,000",0,-8,"DELIGHTED","MARRIED","NO"
"MALE",40,"Warminsko-mazurskie","URBAN 200,000-500,000",5,-8,"MIXED","MARRIED","NO"
"MALE",69,"Lodzkie","URBAN 100,000-200,000",6,7000,"MIXED","MARRIED","NO"
"FEMALE",64,"Podkarpackie","RURAL AREAS",9,NA,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",84,"Mazowieckie","URBAN BELOW 20,000",6,700,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",21,"Lubelskie","RURAL AREAS",0,NA,"DELIGHTED","MARRIED","NO"
"FEMALE",40,"Mazowieckie","RURAL AREAS",3,-8,"MOSTLY DISSATISFIED","MARRIED","NO"
"FEMALE",82,"Warminsko-mazurskie","URBAN BELOW 20,000",9,1170,"MOSTLY SATISFIED","WIDOWED","NO"
"MALE",61,"Podkarpackie","RURAL AREAS",6,920,"PLEASED","MARRIED","NO"
"MALE",64,"Opolskie","URBAN 200,000-500,000",4,1700,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",34,"Lubelskie","URBAN 20,000-100,000",4,2000,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",34,"Slaskie","RURAL AREAS",0,NA,"PLEASED","MARRIED","NO"
"MALE",62,"Lodzkie","RURAL AREAS",7,1800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",35,"Warminsko-mazurskie","URBAN 100,000-200,000",0,-8,"PLEASED","MARRIED","NO"
"MALE",31,"Swietokrzyskie","URBAN 100,000-200,000",0,1800,"PLEASED","SINGLE","NO"
"FEMALE",54,"Kujawsko-pomorskie","URBAN BELOW 20,000",2,620,"MIXED","MARRIED",NA
"MALE",67,"Podkarpackie","RURAL AREAS",4,1200,"PLEASED","MARRIED","NO"
"FEMALE",46,"Mazowieckie","RURAL AREAS",3,1200,"PLEASED","MARRIED","NO"
"MALE",51,"Dolnoslaskie","URBAN 500,000 AND OVER",0,3000,"PLEASED","MARRIED","NO"
"MALE",42,"Swietokrzyskie","RURAL AREAS",7,1500,NA,"MARRIED","NO"
"FEMALE",66,"Swietokrzyskie","URBAN 100,000-200,000",6,1036,"PLEASED","MARRIED","NO"
"MALE",21,"Mazowieckie","RURAL AREAS",0,1500,"DELIGHTED","SINGLE",NA
"FEMALE",51,"Podlaskie","URBAN 100,000-200,000",0,1200,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",36,"Zachodnio-pomorskie","URBAN 20,000-100,000",0,1300,"PLEASED","MARRIED","NO"
"MALE",66,"Swietokrzyskie","URBAN 20,000-100,000",9,1230,"PLEASED","MARRIED","NO"
"MALE",65,"Zachodnio-pomorskie","URBAN BELOW 20,000",2,2200,"PLEASED","MARRIED","NO"
"FEMALE",37,"Warminsko-mazurskie","URBAN 200,000-500,000",1,1000,"PLEASED","MARRIED","NO"
"FEMALE",54,"Lodzkie","URBAN 500,000 AND OVER",4,1600,"MIXED","MARRIED","NO"
"FEMALE",37,"Podkarpackie","RURAL AREAS",1,NA,"PLEASED","MARRIED","NO"
"FEMALE",18,"Warminsko-mazurskie","RURAL AREAS",0,NA,"DELIGHTED","SINGLE",NA
"FEMALE",68,"Zachodnio-pomorskie","RURAL AREAS",9,680,"MIXED","SINGLE","NO"
"FEMALE",80,"Pomorskie","URBAN 20,000-100,000",11,1100,"PLEASED","WIDOWED","NO"
"MALE",84,"Podlaskie","RURAL AREAS",8,840,"MOSTLY DISSATISFIED","SINGLE","NO"
"MALE",51,"Kujawsko-pomorskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",59,"Slaskie","RURAL AREAS",0,1300,"MOSTLY DISSATISFIED","SINGLE","NO"
"MALE",44,"Swietokrzyskie","URBAN BELOW 20,000",0,-8,"PLEASED","MARRIED","NO"
"MALE",40,"Mazowieckie","URBAN 500,000 AND OVER",0,3500,"PLEASED","MARRIED","NO"
"FEMALE",20,"Wielkopolskie","RURAL AREAS",4,NA,"PLEASED","SINGLE",NA
"FEMALE",48,"Swietokrzyskie","RURAL AREAS",10,1100,"PLEASED","MARRIED","NO"
"FEMALE",55,"Zachodnio-pomorskie","URBAN 200,000-500,000",5,1500,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",40,"Swietokrzyskie","RURAL AREAS",6,NA,"MIXED","MARRIED","NO"
"FEMALE",47,"Pomorskie","RURAL AREAS",0,-8,"MIXED","DIVORCED","NO"
"MALE",69,"Lodzkie","RURAL AREAS",9,1200,"PLEASED","MARRIED","NO"
"FEMALE",18,"Swietokrzyskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","SINGLE","NO"
"MALE",64,"Swietokrzyskie","RURAL AREAS",1,1200,"PLEASED","MARRIED","NO"
"MALE",83,"Zachodnio-pomorskie","URBAN 200,000-500,000",6,1800,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",34,"Podkarpackie","URBAN 200,000-500,000",0,-8,"PLEASED","MARRIED","NO"
"FEMALE",18,"Wielkopolskie","RURAL AREAS",0,NA,"DELIGHTED","SINGLE",NA
"FEMALE",54,"Slaskie","RURAL AREAS",4,700,"MIXED","MARRIED","NO"
"MALE",42,"Dolnoslaskie","URBAN 100,000-200,000",0,2100,"PLEASED","MARRIED","NO"
"FEMALE",58,"Slaskie","URBAN 20,000-100,000",NA,926,"PLEASED","MARRIED","NO"
"FEMALE",74,"Wielkopolskie","URBAN 100,000-200,000",13,700,"MIXED","MARRIED","YES"
"MALE",63,"Mazowieckie","RURAL AREAS",4,1750,"PLEASED","MARRIED","NO"
"FEMALE",54,"Zachodnio-pomorskie","RURAL AREAS",8,520,"MOSTLY SATISFIED","WIDOWED","NO"
"FEMALE",50,"Slaskie","URBAN 200,000-500,000",5,1500,"PLEASED","WIDOWED","NO"
"FEMALE",58,"Podkarpackie","RURAL AREAS",1,1200,"PLEASED","MARRIED","NO"
"FEMALE",64,"Lodzkie","URBAN 200,000-500,000",12,1020,"PLEASED","WIDOWED","NO"
"FEMALE",27,"Pomorskie","URBAN 20,000-100,000",2,1500,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",27,"Wielkopolskie","RURAL AREAS",0,-8,"MOSTLY SATISFIED","MARRIED",NA
"MALE",81,"Podlaskie","RURAL AREAS",11,1000,"MIXED","DE FACTO SEPARATED","NO"
"MALE",21,"Wielkopolskie","URBAN BELOW 20,000",3,1000,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",50,"Lubelskie","RURAL AREAS",8,1400,"MOSTLY DISSATISFIED",NA,"NO"
"MALE",54,"Slaskie","RURAL AREAS",0,2900,"MOSTLY SATISFIED","MARRIED","NO"
"FEMALE",68,"Slaskie","URBAN 20,000-100,000",9,1000,"MIXED","MARRIED","NO"
"MALE",36,"Pomorskie","URBAN 100,000-200,000",1,1750,"PLEASED","MARRIED","NO"
"MALE",59,"Lubuskie","URBAN BELOW 20,000",5,2000,"MOSTLY SATISFIED","MARRIED","NO"
"MALE",20,"Pomorskie","URBAN 20,000-100,000",0,800,"MOSTLY SATISFIED","SINGLE","NO"
"FEMALE",56,"Lodzkie","URBAN 500,000 AND OVER",0,640,"MIXED","MARRIED","NO"
"FEMALE",51,"Zachodnio-pomorskie","RURAL AREAS",7,853,"MIXED","WIDOWED","NO"
"FEMALE",78,"Kujawsko-pomorskie","RURAL AREAS",14,870,"PLEASED","WIDOWED","NO"
"MALE",36,"Lodzkie","RURAL AREAS",2,1000,"PLEASED","MARRIED","NO"
"MALE",65,"Wielkopolskie","URBAN BELOW 20,000",2,-8,"PLEASED","MARRIED","NO"
